UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,10,2010,60,3615638,1739755,1875883,1446270,1525022,184835,221857,15124,16059,73872,91577,2436,2501,17218,18867,1460501,1540250,189215,227449,25379,27317,79073,97121,4423,4701,1587003,1706194,1307667,1371334,178796,214633,11200,12100,72662,90083,2032,2128,14646,15916,1319669,1384042,182125,218950,20003,21799,77300,94894,3809,4012,152752,169689,138603,153688,6039,7224,3924,3959,1210,1494,404,373,2572,2951,140832,156208,7090,8499,5376,5518,1773,2227,614,689
R,10,2010,61,3544360,1703638,1840722,1429096,1509335,171698,209460,14360,15055,70136,86585,2343,2476,16005,17811,1442331,1523815,175591,214617,24066,25927,74903,91507,4212,4514,1561491,1683019,1299811,1365927,166249,202914,10742,11534,69008,85303,1980,2094,13701,15247,1311057,1378205,169233,206997,19175,21058,73233,89624,3610,3889,142147,157703,129285,143408,5449,6546,3618,3521,1128,1282,363,382,2304,2564,131274,145610,6358,7620,4891,4869,1670,1883,602,625
R,10,2010,62,3484561,1672182,1812379,1412867,1497700,162470,199437,13398,14435,66188,81421,2128,2312,15131,17074,1425340,1511725,166258,204201,22581,24935,70632,86137,3855,4242,1538560,1662804,1291268,1361628,157303,193448,10146,11118,65129,80163,1795,1962,12919,14485,1301816,1373396,160233,197165,18096,20228,69062,84271,3326,3642,133622,149575,121599,136072,5167,5989,3252,3317,1059,1258,333,350,2212,2589,123524,138329,6025,7036,4485,4707,1570,1866,529,600
R,10,2010,63,3680164,1767112,1913052,1519051,1613529,154978,189794,13562,13987,61887,76405,2063,2074,15571,17263,1532055,1627857,158702,194595,23380,24866,66152,80910,3823,3934,1639261,1768288,1402380,1481337,150359,184183,10349,10909,60895,75198,1749,1759,13529,14902,1413618,1493602,153301,188020,19018,20484,64671,79186,3314,3423,127851,144764,116671,132192,4619,5611,3213,3078,992,1207,314,315,2042,2361,118437,134255,5401,6575,4362,4382,1481,1724,509,511
R,10,2010,64,2889745,1381436,1508309,1178027,1259223,123849,154890,10801,11597,54404,66642,1891,1834,12464,14123,1188460,1270827,126804,158734,18334,20077,58020,70684,3408,3514,1270650,1380301,1076913,1142531,119681,149657,8113,8933,53578,65600,1635,1567,10730,12013,1085848,1152297,121961,152669,14720,16278,56791,69148,2961,3069,110786,128008,101114,116692,4168,5233,2688,2664,826,1042,256,267,1734,2110,102612,118530,4843,6065,3614,3799,1229,1536,447,445
R,10,2010,65,2664090,1266514,1397576,1075607,1162295,117598,148612,9856,10824,50606,61311,1699,1771,11148,12763,1084859,1172799,120271,152088,16508,18523,53926,64915,3133,3288,1162174,1276872,980124,1051950,113844,143849,7441,8320,49793,60367,1442,1511,9530,10875,987961,1060818,115897,146544,13204,15006,52727,63533,2705,2840,104340,120704,95483,110345,3754,4763,2415,2504,813,944,257,260,1618,1888,96898,111981,4374,5544,3304,3517,1199,1382,428,448
R,10,2010,66,2618327,1238563,1379764,1058481,1155324,110574,141899,9323,10088,47991,58336,1497,1650,10697,12467,1067399,1165577,113074,145376,15801,17681,51105,61773,2835,3173,1144103,1266798,971975,1051952,107039,137550,7150,7784,47323,57414,1298,1404,9318,10694,979691,1060671,109012,140310,12894,14445,50116,60420,2495,2773,94460,112966,86506,103372,3535,4349,2173,2304,668,922,199,246,1379,1773,87708,104906,4062,5066,2907,3236,989,1353,340,400
R,10,2010,67,2705400,1274890,1430510,1103554,1214694,106926,139892,8763,9812,44147,52517,1396,1431,10104,12164,1112074,1224794,109223,143149,15045,17338,46881,55742,2664,2864,1186023,1321857,1021949,1115278,103704,135620,6865,7607,43467,51721,1218,1223,8820,10408,1029373,1123877,105503,138130,12473,14215,45878,54529,2343,2506,88867,108653,81605,99416,3222,4272,1898,2205,680,796,178,208,1284,1756,82701,100917,3720,5019,2572,3123,1003,1213,321,358
R,10,2010,68,2420764,1135759,1285005,976576,1083420,97688,128578,8017,8853,42995,52068,1189,1377,9294,10709,984284,1092277,99857,131481,13788,15490,45611,54941,2286,2576,1055308,1185495,902700,992051,94741,124824,6294,6887,42416,51324,1018,1153,8139,9256,909428,999650,96468,127112,11433,12755,44756,53871,1988,2227,80451,99510,73876,91369,2947,3754,1723,1966,579,744,171,224,1155,1453,74856,92627,3389,4369,2355,2735,855,1070,298,349
R,10,2010,69,2204170,1025663,1178507,881216,992446,88279,119406,7388,8045,39357,47400,1105,1198,8318,10012,888163,1000743,90154,122090,12489,14233,41787,50133,2104,2316,951407,1086775,812950,908093,85612,116012,5816,6347,38820,46700,971,1013,7238,8610,818974,915183,87072,118122,10357,11793,40966,49080,1855,2005,74256,91732,68266,84353,2667,3394,1572,1698,537,700,134,185,1080,1402,69189,85560,3082,3968,2132,2440,821,1053,249,311
R,10,2010,70,2083904,963404,1120500,823326,939404,85066,116102,6886,7721,39125,46732,1115,1213,7886,9328,829848,947135,86889,118651,11614,13334,41547,49295,2072,2343,891524,1030089,757187,856292,82516,112648,5354,6068,38567,46073,978,1004,6922,8004,762894,862864,83963,114641,9550,10985,40748,48343,1838,2003,71880,90411,66139,83112,2550,3454,1532,1653,558,659,137,209,964,1324,66954,84271,2926,4010,2064,2349,799,952,234,340
R,10,2010,71,1963096,906949,1056147,779163,890351,77996,106753,6109,6965,35750,42149,885,1155,7046,8774,785083,897597,79625,109079,10303,12252,37842,44630,1744,2226,840441,971892,717975,812797,75528,103546,4754,5464,35291,41555,749,991,6144,7539,723101,819012,76812,105327,8462,10105,37166,43734,1530,1918,66508,84255,61188,77554,2468,3207,1355,1501,459,594,136,164,902,1235,61982,78585,2813,3752,1841,2147,676,896,214,308
R,10,2010,72,1897990,870690,1027300,751377,870189,72375,101174,5736,6774,33554,40076,932,1071,6716,8016,756998,876844,73903,103333,9771,11522,35583,42372,1709,2013,808633,946940,694183,796253,70178,98096,4532,5355,33086,39521,792,876,5862,6839,699064,801899,71380,99770,8119,9511,34898,41522,1477,1698,62057,80360,57194,73936,2197,3078,1204,1419,468,555,140,195,854,1177,57934,74945,2523,3563,1652,2011,685,850,232,315
R,10,2010,73,1774104,806369,967735,696333,819029,66890,95640,5112,6151,31067,38317,806,970,6161,7628,701564,825351,68319,97717,8780,10604,32934,40498,1496,1912,748468,892060,642835,749397,64855,92779,4018,4790,30686,37727,685,809,5389,6558,647389,754786,65965,94411,7293,8710,32361,39654,1301,1648,57901,75675,53498,69632,2035,2861,1094,1361,381,590,121,161,772,1070,54175,70565,2354,3306,1487,1894,573,844,195,264
R,10,2010,74,1690435,761427,929008,658411,787343,63073,92298,4717,5708,28804,35783,727,866,5695,7010,663183,793144,64362,94244,8033,9855,30586,37755,1415,1661,706994,857299,608119,721215,61071,89584,3739,4454,28457,35288,619,744,4989,6014,612280,726144,62071,91099,6689,8075,30068,37042,1234,1460,54433,71709,50292,66128,2002,2714,978,1254,347,495,108,122,706,996,50903,67000,2291,3145,1344,1780,518,713,181,201
R,10,2010,75,1638580,729645,908935,633471,771845,59501,89439,4381,5521,26403,34395,658,811,5231,6924,637842,777550,60697,91259,7414,9580,28006,36428,1345,1608,677860,838974,585523,707305,57706,86838,3443,4294,26048,33890,575,666,4565,5981,589322,712204,58636,88267,6146,7887,27472,35684,1194,1366,51785,69961,47948,64540,1795,2601,938,1227,355,505,83,145,666,943,48520,65346,2061,2992,1268,1693,534,744,151,242
R,10,2010,76,1514862,669394,845468,582727,720024,53644,82343,3812,4892,23787,31262,646,751,4778,6196,586817,725207,54721,84003,6525,8516,25285,33093,1210,1468,622838,782034,539496,661405,52117,80027,2987,3784,23479,30797,549,643,4210,5378,543087,665881,52965,81335,5433,6989,24818,32425,1061,1281,46556,63434,43231,58619,1527,2316,825,1108,308,465,97,108,568,818,43730,59326,1756,2668,1092,1527,467,668,149,187
R,10,2010,77,1433037,624522,808515,545926,690073,48427,77148,3457,4520,21926,30225,567,681,4219,5868,549476,694941,49371,78686,5849,7954,23301,31918,1073,1417,582837,749871,507215,635818,47001,74966,2744,3561,21660,29827,486,587,3731,5112,510340,640036,47746,76188,4883,6616,22922,31345,947,1250,41685,58644,38711,54255,1426,2182,713,959,266,398,81,94,488,756,39136,54905,1625,2498,966,1338,379,573,126,167
R,10,2010,78,1408069,605217,802852,532088,689879,45206,73826,3113,4286,20308,28511,517,637,3985,5713,535471,694643,46146,75366,5342,7602,21576,30137,1026,1336,565384,745732,494977,636989,43946,71768,2431,3336,20032,28114,443,553,3555,4972,497984,641110,44716,73028,4436,6279,21194,29550,905,1166,39833,57120,37111,52890,1260,2058,682,950,276,397,74,84,430,741,37487,53533,1430,2338,906,1323,382,587,121,170
R,10,2010,79,1342851,571091,771760,507311,670308,38940,66104,2742,3869,18011,25814,447,547,3640,5118,510413,674578,39759,67500,4743,6831,19244,27300,895,1136,533575,718671,472279,621096,37822,64257,2089,2946,17808,25466,385,466,3192,4440,474990,624773,38476,65365,3857,5573,18914,26777,786,993,37516,53089,35032,49212,1118,1847,653,923,203,348,62,81,448,678,35423,49805,1283,2135,886,1258,330,523,109,143
R,10,2010,80,1328644,554374,774270,492152,671986,38165,66383,2638,3721,17573,26486,441,570,3405,5124,495045,676269,38924,67724,4569,6656,18642,27984,876,1192,518081,721132,458269,622570,37016,64599,2037,2863,17381,26155,388,479,2990,4466,460805,626279,37620,65653,3744,5477,18348,27496,782,1034,36293,53138,33883,49416,1149,1784,601,858,192,331,53,91,415,658,34240,49990,1304,2071,825,1179,294,488,94,158
R,10,2010,81,1217862,498498,719364,444834,627518,32686,60449,2308,3196,15158,23071,395,527,3117,4603,447474,631317,33404,61747,4092,5826,16127,24380,774,1089,466565,672240,415118,583687,31665,58823,1769,2478,14960,22769,343,449,2710,4034,417397,586999,32226,59870,3356,4825,15814,23944,675,957,31933,47124,29716,43831,1021,1626,539,718,198,302,52,78,407,569,30077,44318,1178,1877,736,1001,313,436,99,132
R,10,2010,82,1156139,463649,692490,415500,606832,29452,56483,2062,2980,13550,21314,288,442,2797,4439,417851,610524,30070,57696,3667,5540,14434,22572,642,1002,435082,649021,388782,566552,28584,54910,1573,2296,13409,21037,244,367,2490,3859,390869,569725,29094,55882,3023,4579,14220,22160,561,870,28567,43469,26718,40280,868,1573,489,684,141,277,44,75,307,580,26982,40799,976,1814,644,961,214,412,81,132
R,10,2010,83,1085066,425858,659208,382115,580052,26830,52609,1705,2751,12451,19397,263,384,2494,4015,384224,583415,27404,53672,3103,5137,13236,20496,564,859,401042,619957,358802,543581,26153,51207,1340,2141,12309,19152,225,322,2213,3554,360669,546540,26625,52072,2593,4301,13020,20139,495,745,24816,39251,23313,36471,677,1402,365,610,142,245,38,62,281,461,23555,36875,779,1600,510,836,216,357,69,114
R,10,2010,84,994149,380030,614119,341600,542036,23815,48268,1549,2445,10641,17376,208,380,2217,3614,343484,545089,24339,49298,2795,4518,11322,18329,475,796,357991,578640,320989,509061,23158,47042,1193,1910,10514,17127,175,325,1962,3175,322647,511728,23578,47878,2313,3765,11127,17986,418,704,22039,35479,20611,32975,657,1226,356,535,127,249,33,55,255,439,20837,33361,761,1420,482,753,195,343,57,92
R,10,2010,85,913719,338259,575460,304285,509085,20850,44314,1346,2180,9727,16036,173,348,1878,3497,305882,512009,21281,45365,2387,4171,10334,16942,400,746,319169,543385,286438,479278,20304,43193,1006,1682,9617,15824,144,303,1660,3105,287853,481864,20654,44069,1931,3486,10158,16633,347,658,19090,32075,17847,29807,546,1121,340,498,110,212,29,45,218,392,18029,30145,627,1296,456,685,176,309,53,88
R,10,2010,86,829838,299004,530834,269115,472068,18244,39605,1130,2016,8691,13923,150,282,1674,2940,270541,474516,18659,40470,2070,3749,9233,14691,320,601,282259,502802,253456,446002,17742,38629,861,1573,8577,13733,131,241,1492,2624,254723,448178,18082,39356,1713,3143,9068,14425,285,537,16745,28032,15659,26066,502,976,269,443,114,190,19,41,182,316,15818,26338,577,1114,357,606,165,266,35,64
R,10,2010,87,727665,256602,471063,231286,420068,15293,34526,981,1622,7395,11986,138,229,1509,2632,232575,422263,15668,35321,1808,3161,7866,12645,314,533,241929,447318,217532,397979,14876,33683,746,1258,7310,11844,113,196,1352,2358,218689,399928,15188,34358,1494,2665,7744,12438,265,476,14673,23745,13754,22089,417,843,235,364,85,142,25,33,157,274,13886,22335,480,963,314,496,122,207,49,57
R,10,2010,88,640805,218716,422089,197167,377350,13009,30642,788,1425,6487,10213,98,230,1167,2229,198177,379185,13300,31295,1434,2691,6856,10788,236,500,207063,401453,186278,358090,12652,29954,610,1132,6423,10077,79,200,1021,2000,187158,359724,12875,30516,1172,2285,6760,10601,197,448,11653,20636,10889,19260,357,688,178,293,64,136,19,30,146,229,11019,19461,425,779,262,406,96,187,39,52
R,10,2010,89,553628,183175,370453,166222,332286,10157,26254,599,1196,5126,8533,87,175,984,2009,167052,333948,10451,26895,1137,2360,5420,9037,206,412,173920,353026,157554,316069,9906,25667,445,942,5070,8423,67,153,878,1772,158290,317531,10165,26217,923,1984,5340,8863,168,365,9255,17427,8668,16217,251,587,154,254,56,110,20,22,106,237,8762,16417,286,678,214,376,80,174,38,47
R,10,2010,90,468658,148741,319917,134085,285883,8887,23587,494,1022,4341,7621,79,149,855,1655,134814,287240,9106,24118,953,1960,4607,8036,186,350,141226,304926,127112,271918,8654,23077,369,795,4276,7533,60,121,755,1482,127756,273121,8826,23537,779,1645,4519,7909,157,303,7515,14991,6973,13965,233,510,125,227,65,88,19,28,100,173,7058,14119,280,581,174,315,88,127,29,47
R,10,2010,91,340123,103337,236786,92850,211612,6388,17601,363,740,3119,5518,62,92,555,1223,93307,212618,6552,18028,672,1430,3278,5802,127,247,98198,226357,88073,201921,6223,17205,269,599,3088,5459,50,83,495,1090,88481,202809,6368,17573,540,1227,3231,5715,104,220,5139,10429,4777,9691,165,396,94,141,31,59,12,9,60,133,4826,9809,184,455,132,203,47,87,23,27
R,10,2010,92,294189,85535,208654,77437,187390,4894,14903,290,646,2424,4608,43,89,447,1018,77813,188246,5037,15234,513,1208,2561,4839,98,220,81264,199707,73478,179062,4749,14582,208,527,2405,4556,36,75,388,905,73800,179821,4861,14859,405,1040,2530,4759,86,197,4271,8947,3959,8328,145,321,82,119,19,52,7,14,59,113,4013,8425,176,375,108,168,31,80,12,23
R,10,2010,93,226263,62416,163847,56199,146879,3753,12030,219,493,1906,3543,36,68,303,834,56449,147545,3829,12332,388,978,1996,3731,83,169,59385,157056,53379,140545,3633,11792,180,405,1890,3506,34,57,269,751,53603,141138,3696,12055,329,849,1969,3675,74,150,3031,6791,2820,6334,120,238,39,88,16,37,2,11,34,83,2846,6407,133,277,59,129,27,56,9,19
R,10,2010,94,171924,44712,127212,40055,113573,2774,9676,164,388,1434,2867,26,52,259,656,40277,114119,2851,9914,295,733,1504,3040,58,125,42435,121768,37931,108528,2719,9461,120,312,1418,2834,23,43,224,590,38121,109019,2781,9660,236,633,1479,2993,52,108,2277,5444,2124,5045,55,215,44,76,16,33,3,9,35,66,2156,5100,70,254,59,100,25,47,6,17
R,10,2010,95,133363,32554,100809,29072,89756,2109,8010,111,309,1055,2213,13,50,194,471,29235,90129,2159,8196,213,564,1111,2326,38,98,30842,96474,27479,85738,2055,7838,81,244,1044,2195,12,43,171,416,27622,86065,2097,7995,171,471,1093,2298,35,87,1712,4335,1593,4018,54,172,30,65,11,18,1,7,23,55,1613,4064,62,201,42,93,18,28,3,11
R,10,2010,96,99638,22765,76873,20056,68122,1664,6452,95,247,812,1639,14,34,124,379,20160,68426,1709,6604,154,430,854,1729,25,84,21473,73542,18868,65033,1619,6321,69,205,802,1621,11,31,104,331,18956,65295,1654,6444,120,373,836,1699,20,79,1292,3331,1188,3089,45,131,26,42,10,18,3,3,20,48,1204,3131,55,160,34,57,18,30,5,5
R,10,2010,97,69772,14982,54790,13102,48313,1134,4881,73,162,584,1149,11,27,78,258,13170,48519,1160,4986,114,290,604,1218,23,55,14032,52305,12238,46018,1101,4773,52,132,573,1136,9,22,59,224,12287,46199,1120,4858,85,247,588,1194,16,45,950,2485,864,2295,33,108,21,30,11,13,2,5,19,34,883,2320,40,128,29,43,16,24,7,10
R,10,2010,98,49023,10003,39020,8600,34111,850,3685,55,139,419,861,8,25,71,199,8647,34268,880,3790,93,231,443,909,24,45,9367,37117,8011,32353,833,3611,39,108,417,852,7,23,60,170,8052,32487,862,3701,68,190,437,890,18,41,636,1903,589,1758,17,74,16,31,2,9,1,2,11,29,595,1781,18,89,25,41,6,19,6,4
R,10,2010,99,32606,6150,26456,5232,23066,556,2520,36,90,257,612,11,15,58,153,5276,23191,578,2586,76,176,271,652,18,32,5651,25142,4789,21846,534,2467,24,75,250,605,9,14,45,135,4823,21957,550,2524,57,149,261,637,14,28,499,1314,443,1220,22,53,12,15,7,7,2,1,13,18,453,1234,28,62,19,27,10,15,4,4
R,10,2010,100,56211,9720,46491,7759,39130,1257,5734,107,206,432,1066,23,37,142,318,7855,39359,1330,5894,183,373,507,1158,67,103,8778,44065,6966,36965,1202,5617,81,161,421,1045,18,27,90,250,7032,37143,1243,5745,131,287,461,1112,44,75,942,2426,793,2165,55,117,26,45,11,21,5,10,52,68,823,2216,87,149,52,86,46,46,23,28
R,11,2010,999,310179397,152531803,157647594,120106858,122578113,19335728,21169240,1905828,1865820,7339485,8073977,347380,335880,3496524,3624564,123189087,125753170,20801909,22740973,3083591,3111832,8615297,9366152,677089,673374,126571065,132464348,97134291,100365400,18180075,19958121,1121856,1154121,7087068,7820989,253941,249486,2793834,2916231,99593509,102915130,19343322,21214035,1982885,2085574,8167828,8915925,514979,518255,25960738,25183246,22972567,22212713,1155653,1211119,783972,711699,252417,252988,93439,86394,702690,708333,23595578,22838040,1458587,1526938,1100706,1026258,447469,450227,162110,155119
R,11,2010,0,3977198,2032658,1944540,1469549,1402386,306875,297270,33013,32027,96432,91224,6056,5750,120733,115883,1580777,1509031,371863,360107,57739,55974,140450,133075,14736,13971,1508982,1439879,1023459,972496,278061,269147,17208,16922,90229,85436,3964,3755,96061,92123,1112433,1057710,330672,319924,33312,32554,126604,120074,10270,9728,523676,504661,446090,429890,28814,28123,15805,15105,6203,5788,2092,1995,24672,23760,468344,451321,41191,40183,24427,23420,13846,13001,4466,4243
R,11,2010,1,3938875,2010137,1928738,1457044,1391890,302973,295217,32742,31783,94741,90911,6009,5798,116628,113139,1564361,1495897,365739,356959,56620,54798,137348,131551,14215,13820,1497845,1434700,1019847,970680,274879,267786,17443,16965,88766,85209,4014,3805,92896,90255,1105785,1054069,325925,317969,32974,32019,124013,118956,10006,9647,512292,494038,437197,421210,28094,27431,15299,14818,5975,5702,1995,1993,23732,22884,458576,441828,39814,38990,23646,22779,13335,12595,4209,4173
R,11,2010,2,4063247,2075245,1988002,1506082,1435617,314574,306068,33513,32197,98614,95155,6049,5887,116413,113078,1612982,1539525,377394,367943,57215,55249,140771,135485,14505,13797,1547990,1483064,1054557,1003547,285785,278579,17755,17320,92620,89431,4007,3896,93266,90291,1140560,1086923,337222,329158,33323,32274,127724,122902,10226,9666,527255,504938,451525,432070,28789,27489,15758,14877,5994,5724,2042,1991,23147,22787,472422,452602,40172,38785,23892,22975,13047,12583,4279,4131
R,11,2010,3,4111678,2100034,2011644,1529798,1459195,315841,307019,34260,33229,100002,96098,6084,5967,114049,110136,1634510,1560173,377022,366815,58111,56153,141235,135459,14398,13894,1566847,1499995,1072099,1020231,287435,279648,18000,17808,94091,90492,4039,3930,91183,87886,1156240,1101153,337449,328475,33641,32720,128277,123145,10139,9718,533187,511649,457699,438964,28406,27371,16260,15421,5911,5606,2045,2037,22866,22250,478270,459020,39573,38340,24470,23433,12958,12314,4259,4176
